,Single-ended 12 Ave. (V),Differential 13 - 14 Last (V),Differential 13 - 14 Ave. (V),Differential 13 - 14 Min. (V),Differential 13 - 14 Max. (V),Differential 15 - 16 Last (V),Differential 15 - 16 Ave. (V),Differential 15 - 16 Min. (V),Differential 15 - 16 Max. (V)
00:02:03,22.183139167652012,31.542807990457533,31.542807990457533,31.542807990457533,31.542807990457533,29.893265161143148,29.893265161143148,29.893265161143148,29.893265161143148
00:02:04,22.173652336255753,31.72721457824586,31.72721457824586,31.72721457824586,31.72721457824586,29.397698313259898,29.397698313259898,29.397698313259898,29.397698313259898
00:02:05,22.154678776824127,31.68442879413253,31.68442879413253,31.68442879413253,31.68442879413253,28.79486885659837,28.79486885659837,28.79486885659837,28.79486885659837
00:02:06,22.173652336255753,31.703006465374376,31.703006465374376,31.703006465374376,31.703006465374376,28.350609743778044,28.350609743778044,28.350609743778044,28.350609743778044
00:02:07,22.145192048787997,31.86878223859849,31.86878223859849,31.86878223859849,31.86878223859849,27.932328485952503,27.932328485952503,27.932328485952503,27.932328485952503
00:02:08,22.135705355205115,31.786889029312015,31.786889029312015,31.786889029312015,31.786889029312015,27.58125694533735,27.58125694533735,27.58125694533735,27.58125694533735
00:02:09,22.154678776824127,31.853866721855855,31.853866721855855,31.853866721855855,31.853866721855855,27.282483938039032,27.282483938039032,27.282483938039032,27.282483938039032
00:02:10,22.164165539313124,31.86315229741766,31.86315229741766,31.86315229741766,31.86315229741766,28.02423848768048,28.02423848768048,28.02423848768048,28.02423848768048
00:02:11,22.12621869607433,31.85021220077997,31.85021220077997,31.85021220077997,31.85021220077997,29.10770319198253,29.10770319198253,29.10770319198253,29.10770319198253
00:02:12,22.154678776824127,31.87806731386258,31.87806731386258,31.87806731386258,31.87806731386258,29.84099219563684,29.84099219563684,29.84099219563684,29.84099219563684
00:02:13,22.145192048787997,31.917180730333627,31.917180730333627,31.917180730333627,31.917180730333627,30.293195222662394,30.293195222662394,30.293195222662394,30.293195222662394
00:02:14,22.145192048787997,32.03815586628028,32.03815586628028,32.03815586628028,32.03815586628028,30.657247616916642,30.657247616916642,30.657247616916642,30.657247616916642
00:02:15,22.135705355205115,31.980486701669466,31.980486701669466,31.980486701669466,31.980486701669466,30.914742161762316,30.914742161762316,30.914742161762316,30.914742161762316
00:02:16,22.154678776824127,31.999052189657135,31.999052189657135,31.999052189657135,31.999052189657135,31.224227342165236,31.224227342165236,31.224227342165236,31.224227342165236
00:02:17,22.135705355205115,32.077256611245126,32.077256611245126,32.077256611245126,32.077256611245126,31.35101172217786,31.35101172217786,31.35101172217786,31.35101172217786
00:02:18,22.154678776824127,31.926464880375054,31.926464880375054,31.926464880375054,31.926464880375054,31.29691977407244,31.29691977407244,31.29691977407244,31.29691977407244
00:02:19,22.154678776824127,31.68442879413253,31.68442879413253,31.68442879413253,31.68442879413253,31.03032752171713,31.03032752171713,31.03032752171713,31.03032752171713
00:02:20,22.173652336255753,31.557732423376425,31.557732423376425,31.557732423376425,31.557732423376425,30.782201434737583,30.782201434737583,30.782201434737583,30.782201434737583
00:02:21,22.145192048787997,31.239162230687416,31.239162230687416,31.239162230687416,31.239162230687416,30.535927278873487,30.535927278873487,30.535927278873487,30.535927278873487
00:02:22,22.145192048787997,30.996782798906686,30.996782798906686,30.996782798906686,30.996782798906686,30.3660276419965,30.3660276419965,30.3660276419965,30.3660276419965
00:02:23,22.183139167652012,31.203655469920815,31.203655469920815,31.203655469920815,31.203655469920815,30.985503446525655,30.985503446525655,30.985503446525655,30.985503446525655
00:02:24,22.173652336255753,31.267053742647224,31.267053742647224,31.267053742647224,31.267053742647224,31.460858889115737,31.460858889115737,31.460858889115737,31.460858889115737
00:02:25,22.164165539313124,31.403120444649232,31.403120444649232,31.403120444649232,31.403120444649232,31.74213355599612,31.74213355599612,31.74213355599612,31.74213355599612
00:02:26,22.19262603350229,31.4552255053916,31.4552255053916,31.4552255053916,31.4552255053916,31.939405526542753,31.939405526542753,31.939405526542753,31.939405526542753
00:02:27,22.183139167652012,31.518590675543816,31.518590675543816,31.518590675543816,31.518590675543816,32.05109267758877,32.05109267758877,32.05109267758877,32.05109267758877
00:02:28,22.183139167652012,31.542807990457533,31.542807990457533,31.542807990457533,31.542807990457533,32.147848529288176,32.147848529288176,32.147848529288176,32.147848529288176
00:02:29,22.183139167652012,31.567024096444772,31.567024096444772,31.567024096444772,31.567024096444772,32.09947301126863,32.09947301126863,32.09947301126863,32.09947301126863
00:02:30,22.20211293380697,31.44029834859687,31.44029834859687,31.44029834859687,31.44029834859687,31.87609549112178,31.87609549112178,31.87609549112178,31.87609549112178
00:02:31,22.183139167652012,31.44593147505941,31.44593147505941,31.44593147505941,31.44593147505941,31.615452682513162,31.615452682513162,31.615452682513162,31.615452682513162
00:02:32,22.173652336255753,31.58194778441582,31.58194778441582,31.58194778441582,31.58194778441582,31.606161936881637,31.606161936881637,31.606161936881637,31.606161936881637
00:02:33,22.21159986856605,31.570684624979325,31.570684624979325,31.570684624979325,31.570684624979325,31.69174611551086,31.69174611551086,31.69174611551086,31.69174611551086
00:02:34,22.183139167652012,31.567024096444772,31.567024096444772,31.567024096444772,31.567024096444772,31.784914684653323,31.784914684653323,31.784914684653323,31.784914684653323
00:02:35,22.183139167652012,31.83332153557671,31.83332153557671,31.83332153557671,31.83332153557671,31.97851314390052,31.97851314390052,31.97851314390052,31.97851314390052
00:02:36,22.21159986856605,32.07894014534145,32.07894014534145,32.07894014534145,32.07894014534145,32.27242151096585,32.27242151096585,32.27242151096585,32.27242151096585
00:02:37,22.20211293380697,32.238961256220406,32.238961256220406,32.238961256220406,32.238961256220406,32.45655078081493,32.45655078081493,32.45655078081493,32.45655078081493
00:02:38,22.19262603350229,32.30222404135176,32.30222404135176,32.30222404135176,32.30222404135176,32.519785277136506,32.519785277136506,32.519785277136506,32.519785277136506
00:02:39,22.230573841449726,32.33933575939926,32.33933575939926,32.33933575939926,32.33933575939926,32.677696537486106,32.677696537486106,32.677696537486106,32.677696537486106
00:02:40,22.2210868377803,32.37841035639169,32.37841035639169,32.37841035639169,32.37841035639169,32.716743979901224,32.716743979901224,32.716743979901224,32.716743979901224
00:02:41,22.2210868377803,32.52343927992516,32.52343927992516,32.52343927992516,32.52343927992516,32.789213463203865,32.789213463203865,32.789213463203865,32.789213463203865
00:02:42,22.21159986856605,32.44165457809516,32.44165457809516,32.44165457809516,32.44165457809516,32.75578850661623,32.75578850661623,32.75578850661623,32.75578850661623
00:02:43,22.25903505919248,32.294637592705584,32.294637592705584,32.294637592705584,32.294637592705584,32.608866395565755,32.608866395565755,32.608866395565755,32.608866395565755
00:02:44,22.21159986856605,32.05474955847221,32.05474955847221,32.05474955847221,32.05474955847221,32.29660126876154,32.29660126876154,32.29660126876154,32.29660126876154
00:02:45,22.21159986856605,31.812777416440454,31.812777416440454,31.812777416440454,31.812777416440454,31.909580738984552,31.909580738984552,31.909580738984552,31.909580738984552
00:02:46,22.230573841449726,31.443961125748462,31.443961125748462,31.443961125748462,31.443961125748462,31.6376956004642,31.6376956004642,31.6376956004642,31.6376956004642
00:02:47,22.249547952155623,31.196050324725803,31.196050324725803,31.196050324725803,31.196050324725803,31.268746982957122,31.268746982957122,31.268746982957122,31.268746982957122
00:02:48,22.230573841449726,30.813788762827084,30.813788762827084,30.813788762827084,30.813788762827084,31.05625977919572,31.05625977919572,31.05625977919572,31.05625977919572
00:02:49,22.230573841449726,30.74102376535678,30.74102376535678,30.74102376535678,30.74102376535678,31.201684135579246,31.201684135579246,31.201684135579246,31.201684135579246
00:02:50,22.230573841449726,30.935039451231084,30.935039451231084,30.935039451231084,30.935039451231084,31.347064859744766,31.347064859744766,31.347064859744766,31.347064859744766
